Title,year,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
Butch Cassidy and the Sundance Kid,1969,George Roy Hill,William Goldman,64115,1,0.0,2011,1960,PG,223254,8.0,"Biography, Crime, Drama"
Once Upon a Time in the West,1968,Sergio Leone,"Sergio Donati, Sergio Leone, Dario Argento",64116,1,0.0,2011,1960,PG-13,342216,8.5,Western
Dodes&#39;ka-den,1970,Akira Kurosawa,"Akira Kurosawa, Hideo Oguni, Shinobu Hashimoto",65649,3,0.0,2016,1970,Not Rated,7373,7.3,Drama
Pippi in the South Seas,1970,Olle Hellbom,"Fred Ladd, Astrid Lindgren",66227,3,0.0,2020,1970,G,5394,6.8,"Adventure, Comedy, Drama"
Tristana,1970,Luis Buñuel,"Julio Alejandro, Luis Buñuel, Benito Pérez Galdós",66491,2,1.0,2017,1970,PG-13,12543,7.4,Drama
Daughters of Darkness,1971,Harry Kümel,"Pierre Drouot, Jean Ferry, Harry Kümel",67690,3,1.0,2019,1970,R,6695,6.5,Horror
Aguirre: The Wrath of God,1972,Werner Herzog,Werner Herzog,68182,2,0.0,2011,1970,Not Rated,60416,7.8,"Action, Adventure, Biography"
"Discreet Charm of the Bourgeoisie, The",1972,Luis Buñuel,"Luis Buñuel, Jean-Claude Carrière",68361,3,0.0,2017,1970,PG,45561,7.8,Comedy
Cries and Whispers (Viskningar och rop),1972,Ingmar Bergman,Ingmar Bergman,69467,3,0.0,2011,1970,R,36060,8.0,Drama
"Mad Adventures of &#39;Rabbi&#39; Jacob, The",1973,Gérard Oury,"Gérard Oury, Danièle Thompson, Josy Eisenberg",69747,2,0.0,2010,1970,G,14327,7.4,"Adventure, Comedy"
Pat Garrett &amp; Billy the Kid,1973,Sam Peckinpah,Rudy Wurlitzer,70518,1,0.0,2019,1970,R,20676,7.2,"Biography, Drama, Western"
Sleeper,1973,Woody Allen,"Woody Allen, Marshall Brickman",70707,1,0.0,2011,1970,PG,44302,7.1,"Comedy, Sci-Fi"
Young Frankenstein,1974,Mel Brooks,"Gene Wilder, Mel Brooks, Mary Shelley",72431,2,0.0,2010,1970,PG,165384,8.0,Comedy
Cleopatra Jones and the Casino of Gold,1975,Charles Bail,"Max Julien, Bill Tennant",72791,3,0.0,2022,1970,R,1180,5.6,Action
"Gumball Rally, The",1976,Charles Bail,"Leon Capetanos, Charles Bail",74597,3,0.0,2019,1970,PG,4389,6.2,Comedy
Sparkle,1976,Sam O'Steen,"Joel Schumacher, Howard Rosenman",75249,3,0.0,2011,1970,PG,1787,6.7,"Drama, Music"
Taxi Driver,1976,Martin Scorsese,Paul Schrader,75314,1,0.0,2011,1970,R,887480,8.2,"Crime, Drama"
"Town That Dreaded Sundown, The",1976,Charles B. Pierce,Earl E. Smith,75342,1,0.0,2018,1970,Approved,9426,6.0,"Crime, Drama, Horror"
Convoy,1978,Sam Peckinpah,"Bill Norton, Chip Davis, Bill Fries",77369,0,0.0,2021,1970,PG,18067,6.3,"Action, Drama"
Magic,1978,Richard Attenborough,William Goldman,77889,1,0.0,2015,1970,R,12762,6.8,"Drama, Horror"
Martin,1977,George A. Romero,George A. Romero,77914,1,0.0,2016,1970,R,12220,7.0,"Drama, Horror"
Cannibal Holocaust,1980,Ruggero Deodato,"Gianfranco Clerici, Giorgio Stegani",78935,1,0.0,2011,1980,Unrated,59387,5.8,"Adventure, Horror"
Health,1980,Robert Altman,"Frank Barhydt, Robert Altman, Paul Dooley",79256,3,0.0,2022,1980,PG,900,5.6,Comedy
Norma Rae,1979,Martin Ritt,"Irving Ravetch, Harriet Frank Jr.",79638,3,0.0,2021,1970,PG,12513,7.3,Drama
Tourist Trap,1979,David Schmoeller,"David Schmoeller, J. Larry Carroll",80040,3,0.0,2018,1970,PG,12244,6.1,Horror
Flash Gordon,1980,Mike Hodges,"Lorenzo Semple Jr., Michael Allin, Alex Raymond",80745,3,1.0,2013,1980,PG,59908,6.5,"Action, Adventure, Sci-Fi"
Excalibur,1981,John Boorman,"Thomas Malory, Rospo Pallenberg, John Boorman",82348,1,0.0,2018,1980,PG,65469,7.3,"Adventure, Drama, Fantasy"
"Best Little Whorehouse in Texas, The",1982,Colin Higgins,"Larry L. King, Peter Masterson, Colin Higgins",83642,3,0.0,2013,1980,R,12995,6.0,"Comedy, Musical"
"Evil Dead, The",1981,Sam Raimi,Sam Raimi,83907,1,1.0,2013,1980,NC-17,226509,7.4,Horror
Pink Floyd The Wall,1982,Alan Parker,Roger Waters,84503,0,0.0,2015,1980,R,84017,8.0,"Drama, Fantasy, Music"
"Slumber Party Massacre, The",1982,Amy Holden Jones,"Rita Mae Brown, Amy Holden Jones",84695,3,0.0,2012,1980,R,17014,5.6,Horror
Wild Style,1983,Charlie Ahearn,"Charlie Ahearn, Fab 5 Freddy",84904,3,0.0,2019,1980,R,2855,7.0,"Drama, Music"
Silkwood,1983,Mike Nichols,"Nora Ephron, Alice Arlen",86312,3,0.0,2009,1980,R,21625,7.1,"Biography, Drama, History"
Sorceress,1982,Jack Hill,"Jim Wynorski, Jack Hill",86340,3,0.0,2021,1980,R,2523,4.4,"Action, Adventure, Fantasy"
Suburbia,1983,Penelope Spheeris,Penelope Spheeris,86589,3,0.0,2020,1980,R,5797,6.9,"Drama, Thriller"
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,W.D. Richter,Earl Mac Rauch,86856,3,0.0,2010,1980,PG,28319,6.2,"Adventure, Comedy, Sci-Fi"
All of Me,1984,Carl Reiner,"Edwin Davis, Henry Olek, Phil Alden Robinson",86873,2,0.0,2020,1980,PG,19429,6.6,"Comedy, Fantasy, Romance"
Blame It on Rio,1984,Stanley Donen,"Charlie Peters, Larry Gelbart, Claude Berri",86973,3,0.0,2012,1980,R,11516,5.8,"Comedy, Romance"
Gremlins,1984,Joe Dante,Chris Columbus,87363,1,0.0,2009,1980,PG,238175,7.3,"Comedy, Fantasy, Horror"
"Ice Pirates, The",1984,Stewart Raffill,"Stewart Raffill, Stanford Sherman",87451,2,0.0,2017,1980,PG,11553,5.6,"Action, Adventure, Comedy"
A nightmare on Elm Street,1984,Wes Craven,Wes Craven,87800,3,0.0,2013,1980,R,253742,7.4,Horror
A Passage to India,1984,David Lean,"E.M. Forster, Santha Rama Rau, David Lean",87892,3,0.0,2013,1980,PG,19984,7.3,"Adventure, Drama, History"
What Have I Done to Deserve This?,1984,Pedro Almodóvar,Pedro Almodóvar,88461,3,0.0,2010,1980,Not Rated,10869,7.1,"Comedy, Drama"
Real Genius,1985,Martha Coolidge,"Neal Israel, Pat Proft, PJ Torokvei",89886,1,0.0,2010,1980,PG,36815,6.9,"Comedy, Romance, Sci-Fi"
Teen Wolf,1985,Rod Daniel,"Jeph Loeb, Matthew Weisman",90142,2,0.0,2021,1980,PG,58114,6.1,"Comedy, Fantasy, Romance"
Flight of the Navigator,1986,Randal Kleiser,"Mark H. Baker, Michael Burton, Phil Joanou",91059,3,0.0,2013,1980,PG,50633,6.9,"Adventure, Comedy, Family"
"Fugitives, The",1986,Francis Veber,Francis Veber,91093,0,0.0,2018,1980,N/A,7605,7.0,"Comedy, Crime, Drama"
Around the World in Eighty Ways,1987,Stephen MacLean,"Stephen MacLean, Paul Leadon",92581,3,1.0,2010,1980,R,79,6.3,Comedy
Deathstalker II,1987,Jim Wynorski,"Jim Wynorski, Neil Ruttenberg, R.J. Robertson",92860,3,0.0,2020,1980,R,3322,5.1,"Action, Adventure, Comedy"
Evil Dead II,1987,Sam Raimi,"Sam Raimi, Scott Spiegel",92991,3,1.0,2013,1980,R,176855,7.7,"Comedy, Horror"
Predator,1987,John McTiernan,"Jim Thomas, John Thomas",93773,0,0.0,2011,1980,R,442157,7.8,"Action, Adventure, Horror"
"Accused, The",1988,Jonathan Kaplan,Tom Topor,94608,3,1.0,2011,1980,R,38518,7.1,"Crime, Drama"
Caddyshack II,1988,Allan Arkush,"Brian Doyle-Murray, Harold Ramis, Douglas Kenney",94824,3,0.0,2014,1980,PG,16300,3.8,"Comedy, Sport"
Married to the Mob,1988,Jonathan Demme,"Barry Strugatz, Mark R. Burns",95593,3,0.0,2012,1980,R,19000,6.2,"Comedy, Crime, Romance"
Do the Right Thing,1989,Spike Lee,Spike Lee,97216,2,0.0,2015,1980,R,109044,8.0,"Comedy, Drama"
"Get Smart, Again!",1989,Gary Nelson,"Leonard Stern, Mark Curtiss, Rod Ash",97423,3,0.0,2010,1980,Not Rated,1475,6.1,"Comedy, Sci-Fi"
"Little Mermaid, The",1989,"Ron Clements, John Musker","John Musker, Ron Clements, Hans Christian Andersen",97757,3,0.0,2010,1980,G,283750,7.6,"Animation, Adventure, Family"
Road House,1989,Rowdy Herrington,"R. Lance Hill, Hilary Henkin",98206,1,0.0,2009,1980,R,82302,6.7,"Action, Thriller"
She-Devil,1989,Susan Seidelman,"Fay Weldon, Barry Strugatz, Mark R. Burns",98309,3,0.0,2011,1980,PG-13,18407,5.7,Comedy
"Wonderful Wizard of Oz, The",1987,Tim Reid,"Don Arioli, L. Frank Baum (novel), Tim Reid",98675,3,0.0,2010,1980,N/A,148,7.7,"Animation, Adventure, Comedy"
Blue Steel,1990,Kathryn Bigelow,"Kathryn Bigelow, Eric Red",99160,2,0.0,2022,1990,R,17118,5.8,"Action, Crime, Drama"
Close-Up,1990,Abbas Kiarostami,Abbas Kiarostami,100234,1,0.0,2012,1990,Not Rated,21950,8.2,"Biography, Crime, Drama"
Rocky V,1990,John G. Avildsen,Sylvester Stallone,100507,0,0.0,2021,1990,PG-13,147394,5.3,"Drama, Sport"
City Slickers,1991,Ron Underwood,"Lowell Ganz, Babaloo Mandel",101587,3,0.0,2016,1990,PG-13,61394,6.8,"Comedy, Western"
Doc Hollywood,1991,Michael Caton-Jones,"Neil B. Shulman, Laurian Leggett, Jeffrey Price",101745,1,0.0,2010,1990,PG-13,39479,6.3,"Comedy, Drama, Romance"
"Double Life of Veronique, The",1991,Krzysztof Kieslowski,"Krzysztof Kieslowski, Krzysztof Piesiewicz",101765,3,0.0,2011,1990,R,51743,7.7,"Drama, Fantasy, Music"
Freddy&#39;s Dead: The Final Nightmare,1991,Rachel Talalay,"Wes Craven, Rachel Talalay, Michael De Luca",101917,2,0.0,2015,1990,R,49457,4.7,"Fantasy, Horror"
Hook,1991,Steven Spielberg,"J.M. Barrie, James V. Hart, Nick Castle",102057,2,0.0,2010,1990,PG,267103,6.8,"Adventure, Comedy, Family"
"Naked Gun 2 1/2: The Smell of Fear, The",1991,David Zucker,"Jim Abrahams, David Zucker, Jerry Zucker",102510,1,0.0,2010,1990,PG-13,119273,6.9,"Comedy, Crime"
Encino Man,1992,Les Mayfield,"George Zaloom, Shawn Schepps",104187,1,0.0,2019,1990,PG,44337,5.8,Comedy
Home Alone 2: Lost in New York,1992,Chris Columbus,John Hughes,104431,3,0.0,2009,1990,PG,381425,6.8,"Adventure, Comedy, Crime"
Malcolm X,1992,Spike Lee,"Arnold Perl, Spike Lee, Alex Haley",104797,3,1.0,2013,1990,PG-13,99903,7.7,"Biography, Drama, History"
"Mighty Ducks, The",1992,Stephen Herek,Steven Brill,104868,1,0.0,2010,1990,PG,70066,6.5,"Comedy, Drama, Family"
Schtonk,1992,Helmut Dietl,"Helmut Dietl, Ulrich Limmer, Peter Märthesheimer",105328,3,0.0,2021,1990,N/A,3943,7.2,"Comedy, Crime"
"Princess and the Goblin, The",1991,József Gémes,"Robin Lyons, George MacDonald",107875,3,0.0,2013,1990,G,3033,6.7,"Animation, Adventure, Comedy"
Rising Sun,1993,Philip Kaufman,"Michael Crichton, Philip Kaufman, Michael Backes",107969,1,0.0,2014,1990,R,47657,6.2,"Action, Crime, Drama"
Beverly Hills Cop III,1994,John Landis,"Danilo Bach, Daniel Petrie Jr., Steven E. de Souza",109254,0,0.0,2010,1990,R,85266,5.5,"Action, Comedy, Crime"
Dolores Claiborne,1995,Taylor Hackford,"Stephen King, Tony Gilroy",109642,3,0.0,2011,1990,R,47053,7.4,"Crime, Drama, Mystery"
Dumb &amp; Dumber,1994,"Peter Farrelly, Bobby Farrelly","Peter Farrelly, Bennett Yellin, Bobby Farrelly",109686,2,0.0,2010,1990,PG-13,402520,7.3,Comedy
Go Fish,1994,Rose Troche,"Guinevere Turner, Rose Troche",109913,3,0.0,2010,1990,R,2303,5.7,"Comedy, Drama, Romance"
I Like It Like That,1994,Darnell Martin,Darnell Martin,110091,3,0.0,2012,1990,R,1805,6.7,"Comedy, Drama, Romance"
"Professional, The",1994,Luc Besson,Luc Besson,110413,3,0.0,2010,1990,R,1211849,8.5,"Action, Crime, Drama"
Getting Any?,1994,Takeshi Kitano,Takeshi Kitano,110524,0,0.0,2012,1990,N/A,3099,6.1,Comedy
Muriel&#39;s Wedding,1994,P.J. Hogan,P.J. Hogan,110598,3,0.0,2011,1990,R,41030,7.2,"Comedy, Drama"
Natural Born Killers,1994,Oliver Stone,"Quentin Tarantino, David Veloz, Richard Rutowski",110632,3,0.0,2014,1990,R,245566,7.2,"Action, Crime, Romance"
Oleanna,1994,David Mamet,David Mamet,110722,0,0.0,2012,1990,Not Rated,3519,6.5,"Drama, Thriller"
Assassins,1995,Richard Donner,"Lilly Wachowski, Lana Wachowski, Brian Helgeland",112401,1,0.0,2013,1990,R,86756,6.3,"Action, Crime, Thriller"
"Celluloid Closet, The",1995,"Rob Epstein, Jeffrey Friedman","Vito Russo, Rob Epstein, Jeffrey Friedman",112651,3,0.0,2011,1990,R,7363,7.8,"Documentary, History"
Circle of Friends,1995,Pat O'Connor,"Andrew Davies, Maeve Binchy",112679,3,0.0,2010,1990,PG-13,9049,6.6,"Drama, Romance"
"City of Lost Children, The",1995,"Marc Caro, Jean-Pierre Jeunet","Gilles Adrien, Jean-Pierre Jeunet, Marc Caro",112682,3,1.0,2014,1990,R,70747,7.5,"Adventure, Drama, Fantasy"
La Haine,1995,Mathieu Kassovitz,Mathieu Kassovitz,113247,0,0.0,2013,1990,Not Rated,187848,8.1,"Crime, Drama"
Twelve Monkeys,1995,Terry Gilliam,"Chris Marker, David Webb Peoples, Janet Peoples",114746,1,0.0,2011,1990,R,636007,8.0,"Mystery, Sci-Fi, Thriller"
While You Were Sleeping,1995,Jon Turteltaub,"Daniel G. Sullivan, Fredric Lebow",114924,3,0.0,2010,1990,PG,109916,6.8,"Comedy, Drama, Romance"
Escape from L.A.,1996,John Carpenter,"John Carpenter, Nick Castle, Debra Hill",116225,1,0.0,2010,1990,R,78597,5.7,"Action, Adventure, Sci-Fi"
Grace of my heart,1996,Allison Anders,Allison Anders,116442,3,0.0,2011,1990,R,4019,6.7,"Comedy, Drama, Music"
Sleepers,1996,Barry Levinson,"Lorenzo Carcaterra, Barry Levinson",117665,1,0.0,2016,1990,R,233408,7.5,"Crime, Drama, Thriller"
Austin Powers: International Man of Mystery,1997,Jay Roach,Mike Myers,118655,2,0.0,2008,1990,PG-13,251733,7.0,"Adventure, Comedy"
Eve&#39;s Bayou,1997,Kasi Lemmons,Kasi Lemmons,119080,3,0.0,2011,1990,R,11146,7.2,Drama
Fierce Creatures,1997,"Robert Young, Fred Schepisi","John Cleese, Iain Johnstone, Terry Jones",119115,1,0.0,2010,1990,PG-13,25291,6.4,Comedy
Great Expectations,1998,Alfonso Cuarón,"Charles Dickens, Mitch Glazer",119223,1,0.0,2017,1990,R,55916,6.8,"Drama, Romance"
Volcano,1997,Mick Jackson,"Jerome Armstrong, Billy Ray",120461,3,0.0,2011,1990,PG-13,80059,5.5,"Action, Drama, Sci-Fi"
Celebrity,1998,Woody Allen,Woody Allen,120533,3,0.0,2016,1990,R,27929,6.3,"Comedy, Drama"
"Wrong Guy, The",1997,David Steinberg,"David Foley, David Anthony Higgins, Jay Kogen",120536,1,0.0,2013,1990,PG-13,3902,6.7,"Comedy, Thriller"
Beloved,1998,Jonathan Demme,"Toni Morrison, Akosua Busia, Richard LaGravenese",120603,3,0.0,2013,1990,R,9401,6.0,"Drama, History, Horror"
"Green Mile, The",1999,Frank Darabont,"Stephen King, Frank Darabont",120689,1,0.0,2012,1990,R,1364089,8.6,"Crime, Drama, Fantasy"
"Lock, Stock and Two Smoking Barrels",1998,Guy Ritchie,Guy Ritchie,120735,1,0.0,2010,1990,R,603544,8.1,"Action, Comedy, Crime"
"Man in the Iron Mask, The",1998,Randall Wallace,"Alexandre Dumas, Randall Wallace",120744,1,0.0,2010,1990,PG-13,175296,6.5,"Action, Adventure, Drama"
Pleasantville,1998,Gary Ross,Gary Ross,120789,3,1.0,2010,1990,PG-13,133901,7.5,"Comedy, Drama, Fantasy"
Slums of Beverly Hills,1998,Tamara Jenkins,Tamara Jenkins,120831,3,0.0,2011,1990,R,14342,6.7,"Comedy, Drama"
"Wedding Singer, The",1998,Frank Coraci,Tim Herlihy,120888,3,0.0,2009,1990,PG-13,158518,6.9,"Comedy, Music, Romance"
Titan A.E.,2000,"Don Bluth, Gary Goldman","Hans Bauer, Randall McCormick, Ben Edlund",120913,3,0.0,2010,2000,PG,63092,6.6,"Animation, Action, Adventure"
For Love of the Game,1999,Sam Raimi,"Michael Shaara, Dana Stevens",126916,2,0.0,2013,1990,PG-13,36854,6.6,"Drama, Romance, Sport"
Rounders,1998,John Dahl,"David Levien, Brian Koppelman",128442,1,0.0,2010,1990,R,157420,7.3,"Crime, Drama"
Patch Adams,1998,Tom Shadyac,"Patch Adams, Maureen Mylander, Steve Oedekerk",129290,3,1.0,2014,1990,PG-13,119976,6.8,"Biography, Comedy, Drama"
Samurai Cop,1991,Amir Shervan,Amir Shervan,130236,1,0.0,2020,1990,Unrated,9586,4.6,"Action, Crime, Thriller"
Storm of the Century,1999,N/A,N/A,135659,3,0.0,2014,1990,PG-13,23585,7.3,"Drama, Fantasy, Horror"
Central Station,1998,Walter Salles,"Marcos Bernstein, João Emanuel Carneiro, Walter Salles",140888,3,0.0,2013,1990,R,41425,8.0,Drama
South Park: Bigger Longer &amp; Uncut,1999,Trey Parker,"Trey Parker, Matt Stone, Pam Brady",158983,3,1.0,2011,1990,R,211871,7.7,"Animation, Comedy, Fantasy"
Hanging Up,2000,Diane Keaton,"Delia Ephron, Nora Ephron",162983,3,0.0,2015,2000,PG-13,13019,4.8,"Comedy, Drama"
Dickson Experimental Sound Film,1894,William K.L. Dickson,N/A,177707,0,0.0,2021,1890,Not Rated,2433,6.7,"Short, Music"
Space Cowboys,2000,Clint Eastwood,"Ken Kaufman, Howard Klausner",186566,2,0.0,2016,2000,PG-13,84814,6.5,"Action, Adventure, Thriller"
Sugar &amp; Spice,2001,Francine McDougall,Mandy Nelson,186589,3,0.0,2019,2000,PG-13,15064,5.7,"Comedy, Crime"
Bounce,2000,Don Roos,Don Roos,186894,2,0.0,2014,2000,PG-13,21496,5.8,"Drama, Romance"
Samsara,2001,Pan Nalin,"Pan Nalin, Tim Baker",196069,0,0.0,2013,2000,R,8162,7.7,"Adventure, Drama, Romance"
Bimbos B.C.,1990,Todd Sheets,Todd Sheets,196378,3,0.0,2011,1990,Not Rated,120,1.7,"Comedy, Horror"
Red Planet,2000,Antony Hoffman,"Chuck Pfarrer, Jonathan Lemkin",199753,0,0.0,2008,2000,PG-13,59413,5.7,"Action, Sci-Fi, Thriller"
Sexy Beast,2000,Jonathan Glazer,"Louis Mellis, David Scinto",203119,2,1.0,2010,2000,R,64885,7.3,"Crime, Drama, Thriller"
"Man Who Cried, The",2000,Sally Potter,Sally Potter,206917,3,0.0,2011,2000,R,16230,6.1,"Drama, Music, Romance"
Remember the Titans,2000,Boaz Yakin,Gregory Allen Howard,210945,3,0.0,2010,2000,PG,226418,7.8,"Biography, Drama, Sport"
Meet the Parents,2000,Jay Roach,"Greg Glienna, Mary Ruth Clarke, Jim Herzfeld",212338,2,0.0,2011,2000,PG-13,348010,7.0,"Comedy, Romance"
"Mysterious Retort, The",1906,Georges Méliès,N/A,216016,0,0.0,2014,1900,Not Rated,677,5.9,"Short, Fantasy, Mystery"
Hellraiser: Inferno,2000,Scott Derrickson,"Clive Barker (based on characters created by), Paul Harris Boardman, Scott Derrickson",229440,1,0.0,2014,2000,R,15338,5.5,"Crime, Horror, Mystery, Thriller"
Charlotte Gray,2001,Gillian Armstrong,"Sebastian Faulks, Jeremy Brock",245046,3,0.0,2015,2000,PG-13,12992,6.4,"Drama, Romance, Thriller"
Reign of Fire,2002,Rob Bowman,"Gregg Chabot, Kevin Peterka, Matt Greenberg",253556,1,0.0,2010,2000,PG-13,142810,6.2,"Action, Adventure, Fantasy"
"Atlantis Conspiracy, The",2001,Dean Silvers,"Dean Silvers, Claudia Lorka, David Reissen",253595,3,0.0,2014,2000,R,150,3.7,Drama
In the Time of the Butterflies,2001,Mariano Barroso,"Julia Alvarez, Judy Klass, David Klass",263467,3,0.0,2010,2000,PG-13,2432,6.6,"Crime, Drama, Romance"
My Boss&#39;s Daughter,2003,David Zucker,David Dorfman,270980,3,0.0,2014,2000,PG-13,30363,4.7,"Comedy, Romance"
24 Hour Party People,2002,Michael Winterbottom,Frank Cottrell Boyce,274309,1,0.0,2011,2000,R,38945,7.3,"Biography, Comedy, Drama"
Lilo and Stitch,2002,"Dean DeBlois, Chris Sanders","Chris Sanders, Dean DeBlois",275847,3,0.0,2010,2000,PG,204782,7.3,"Animation, Adventure, Comedy"
Maeve,1981,Pat Murphy,Pat Murphy,277122,3,0.0,2022,1980,N/A,212,6.8,Drama
A Ring of Endless Light,2002,Greg Beeman,"Madeleine L'Engle, Marita Giovanni, Bruce Graham",282123,3,0.0,2020,2000,TV-G,1404,5.8,"Drama, Family, Romance"
"Mystic Masseur, The",2001,Ismail Merchant,"V.S. Naipaul, Caryl Phillips",282771,2,0.0,2010,2000,PG,474,5.9,"Biography, Comedy, Drama"
White Oleander,2002,Peter Kosminsky,"Janet Fitch, Mary Agnes Donoghue",283139,3,0.0,2010,2000,PG-13,33607,7.1,Drama
Ghost Ship,2002,Steve Beck,"Mark Hanlon, John Pogue",288477,3,0.0,2020,2000,R,106681,5.6,"Horror, Mystery, Thriller"
28 Days Later...,2002,Danny Boyle,Alex Garland,289043,3,0.0,2010,2000,R,432433,7.5,"Drama, Horror, Sci-Fi"
"Legend of Suriyothai, The",2001,Chatrichalerm Yukol,"Chatrichalerm Yukol, Sunait Chutintaranond",290879,3,0.0,2011,2000,R,1966,6.4,"Action, Adventure, Biography"
"Phantom of the Opera, The",2004,Joel Schumacher,"Gaston Leroux, Andrew Lloyd Webber, Joel Schumacher",293508,2,1.0,2011,2000,PG-13,128266,7.2,"Drama, Musical, Romance"
Wrong Turn,2003,Rob Schmidt,Alan B. McElroy,295700,3,0.0,2012,2000,R,128028,6.1,"Horror, Thriller"
Nothing,2003,Vincenzo Natali,"Vincenzo Natali, Andrew Miller, David Hewlett",298482,0,0.0,2010,2000,R,6075,6.1,"Comedy, Fantasy"
Apartment #5C,2002,Raphaël Nadjari,Raphaël Nadjari,300949,3,0.0,2022,2000,N/A,128,6.3,Thriller
Pieces of April,1993,Peter Hedges,Peter Hedges,311648,3,0.0,2012,1990,PG-13,21776,7.0,"Comedy, Drama"
21 grams,2003,Alejandro G. Iñárritu,Guillermo Arriaga,315733,3,1.0,2013,2000,R,243001,7.6,"Crime, Drama, Thriller"
City of God,2002,"Fernando Meirelles, Kátia Lund","Paulo Lins, Bráulio Mantovani",317248,1,0.0,2011,2000,R,783342,8.6,"Crime, Drama"
Daddy Day Care,2003,Steve Carr,Geoff Rodkey,317303,3,0.0,2012,2000,PG,72367,5.6,"Comedy, Family"
Jackass: The Movie,2002,Jeff Tremaine,"Jeff Tremaine, Spike Jonze, Johnny Knoxville",322802,0,0.0,2022,2000,R,100478,6.6,"Documentary, Action, Comedy"
Right on Track,2003,Duwayne Dunham,"Sally Nemeth, Bruce Graham",323810,3,0.0,2019,2000,TV-G,1510,6.1,"Biography, Drama, Family"
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Gore Verbinski,"Ted Elliott, Terry Rossio, Stuart Beattie",325980,3,0.0,2009,2000,PG-13,1178267,8.1,"Action, Adventure, Fantasy"
A Separate Peace,2004,Peter Yates,"John Knowles, Wendy Kesselman",328400,0,0.0,2017,2000,R,651,5.4,"Drama, War"
MXP: Most Extreme Primate,2004,Robert Vince,"Anne Vince (characters), Robert Vince (characters), Anne Vince (story), Robert Vince (story), Anna Singer (screenplay), Anne Vince (screenplay), Anna McRoberts (screenplay)",330588,1,0.0,2019,2000,G,805,4.1,"Comedy, Family, Sport"
"Barbarian Invasions, The",2003,Denys Arcand,Denys Arcand,338135,3,0.0,2011,2000,R,29817,7.5,"Comedy, Crime, Drama"
Girls Will Be Girls,2003,Richard Day,Richard Day,339071,3,0.0,2010,2000,R,1566,6.9,"Comedy, Romance"
"So, You&#39;ve Downloaded a Demon",2007,Todd Livingston,"Nicholas Capetanakis, Todd Livingston",348062,3,0.0,2014,2000,Not Rated,123,5.8,"Comedy, Horror"
Notre musique,2004,Jean-Luc Godard,Jean-Luc Godard,360845,1,0.0,2012,2000,N/A,3086,6.8,Drama
Son of the Mask,2005,Lawrence Guterman,Lance Khazei,362165,1,0.0,2013,2000,PG,58483,2.2,"Comedy, Family, Fantasy"
Love Me If You Dare,2003,Yann Samuell,Yann Samuell,364517,1,0.0,2017,2000,R,71767,7.5,"Comedy, Drama, Romance"
Without a Paddle,2004,Steven Brill,"Fred Wolf, Harris Goldberg, Tom Nursall",364751,3,1.0,2015,2000,PG-13,50156,5.8,"Adventure, Comedy, Mystery"
Happy Feet,2006,"George Miller, Warren Coleman, Judy Morris","George Miller, John Collee, Judy Morris",366548,3,0.0,2017,2000,PG,195801,6.4,"Animation, Adventure, Comedy"
Stage Beauty,2004,Richard Eyre,Jeffrey Hatcher,368658,2,0.0,2017,2000,R,10634,7.1,Drama
Jurassic World,2015,Colin Trevorrow,"Rick Jaffa, Amanda Silver, Colin Trevorrow",369610,3,0.0,2015,2010,PG-13,666562,6.9,"Action, Adventure, Sci-Fi"
Voices of a Distant Star,2003,Makoto Shinkai,Makoto Shinkai,370754,0,0.0,2012,2000,TV-PG,9430,7.1,"Animation, Short, Drama"
Skeleton Man,2004,Johnny Martin,Frederick Bailey,372832,3,0.0,2021,2000,R,2072,2.1,"Action, Horror, Thriller"
"Da Vinci Code, The",2006,Ron Howard,"Akiva Goldsman, Dan Brown",382625,1,0.0,2014,2000,PG-13,450238,6.6,"Mystery, Thriller"
Final Fantasy VII: Advent Children,2005,"Tetsuya Nomura, Takeshi Nozue","Kazushige Nojima, Brian Gray, Yoshinori Kitase",385700,3,0.0,2012,2000,PG-13,57484,7.2,"Animation, Action, Adventure"
Rumor Has It...,2005,Rob Reiner,Ted Griffin,398375,3,0.0,2013,2000,PG-13,60797,5.5,"Comedy, Drama, Romance"
"Island, The",2005,Michael Bay,"Caspian Tredwell-Owen, Alex Kurtzman, Roberto Orci",399201,3,0.0,2009,2000,PG-13,323588,6.8,"Action, Sci-Fi, Thriller"
"Sisterhood of the Traveling Pants, The",2005,Ken Kwapis,"Ann Brashares, Delia Ephron, Elizabeth Chandler",403508,3,0.0,2011,2000,PG,63940,6.5,"Comedy, Drama, Romance"
Million Dollar Baby,2004,Clint Eastwood,"Paul Haggis, F.X. Toole",405159,3,0.0,2010,2000,PG-13,708038,8.1,"Drama, Sport"
Sky High,2005,Mike Mitchell,"Paul Hernandez, Bob Schooley, Mark McCorkle",405325,3,0.0,2010,2000,PG,92630,6.3,"Action, Comedy, Family"
Southland Tales,2006,Richard Kelly,Richard Kelly,405336,3,0.0,2011,2000,R,40005,5.3,"Comedy, Drama, Mystery"
"Heartbreak Kid, The",2007,"Bobby Farrelly, Peter Farrelly","Scot Armstrong, Leslie Dixon, Bobby Farrelly",408839,2,0.0,2020,2000,R,95287,5.8,"Comedy, Romance"
