Title,year,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
All the Invisible Children,2005,"Mehdi Charef, Emir Kusturica, Spike Lee","Mehdi Charef, Diego De Silva, Stribor Kusturica",411098,3,0.0,2018,2000,N/A,4219,7.4,Drama
Tekken,2010,Dwight H. Little,Alan B. McElroy,411951,2,0.0,2012,2010,R,28219,4.8,"Action, Crime, Drama"
Elizabeth: The Golden Age,2007,Shekhar Kapur,"William Nicholson, Michael Hirst",414055,3,0.0,2012,2000,PG-13,74071,6.8,"Biography, Drama, History"
Barnyard,2006,Steve Oedekerk,Steve Oedekerk,414853,3,0.0,2016,2000,PG,33492,5.6,"Animation, Adventure, Comedy"
Tjenare kungen,2005,Ulf Malmros,"Anna Fredriksson, Ulf Malmros, Britta Svensson",423382,3,0.0,2014,2000,N/A,3358,6.1,"Comedy, Drama, Music"
Attack on Leningrad,2009,Aleksandr Buravskiy,"Aleksandr Buravskiy, Chris Solimine",432314,3,0.0,2013,2000,R,4740,6.0,"Drama, War"
Kinky Boots,2005,Julian Jarrold,"Geoff Deane, Tim Firth",434124,3,1.0,2011,2000,PG-13,21106,7.1,"Comedy, Drama, Music"
Boynton Beach Club,2005,Susan Seidelman,"Florence Seidelman, David Cramer, Susan Seidelman",439478,3,0.0,2013,2000,R,1139,6.5,"Comedy, Romance"
"Librarian: Return to King Solomon&#39;s Mines, The",2006,Jonathan Frakes,"Marco Schnabel, David N. Titcher",455596,1,0.0,2014,2000,TV-PG,15527,6.1,"Action, Adventure, Comedy"
A Bittersweet Life (Dalkomhan insaeng),2005,Jee-woon Kim,"Dong-Cheol Kim, Jee-woon Kim",456912,2,1.0,2010,2000,Not Rated,42161,7.5,"Action, Crime, Drama"
Star Wars: Revelations,2005,Shane Felux,"Dawn Cowings, Sarah Yaworsky",457489,3,0.0,2014,2000,PG,1134,5.0,"Action, Adventure, Sci-Fi"
All the Ships at Sea,2004,Dan Sallitt,Dan Sallitt,459175,3,0.0,2016,2000,Not Rated,92,7.2,Drama
Inland Empire,2006,David Lynch,David Lynch,460829,3,0.0,2010,2000,R,60566,6.8,"Drama, Fantasy, Mystery"
Freedom Writers,2007,Richard LaGravenese,"Richard LaGravenese, Freedom Writers, Erin Gruwell",463998,1,0.0,2014,2000,PG-13,83028,7.6,"Biography, Crime, Drama"
Underdog,2007,Frederik Du Chau,"Adam Rifkin, Joe Piscatella, Craig A. Williams",467110,1,1.0,2020,2000,PG,22396,4.8,"Action, Adventure, Comedy"
Open Water 2: Adrift,2006,Hans Horn,"Adam Kreutner, Collin McMahon, David Mitchell",470055,3,0.0,2022,2000,R,19639,5.2,"Adventure, Drama, Horror"
Ex Machina,2015,Alex Garland,Alex Garland,470752,1,0.0,2015,2010,R,570355,7.7,"Drama, Sci-Fi, Thriller"
Red Road,2006,Andrea Arnold,"Andrea Arnold, Lone Scherfig, Anders Thomas Jensen",471030,3,0.0,2012,2000,Not Rated,13486,6.8,"Drama, Mystery, Thriller"
Tournament,2009,Scott Mann,"Gary Young, Jonathan Frank, Nick Rowntree",471041,0,0.0,2011,2000,R,36010,6.0,"Action, Thriller"
13 Tzameti,2005,Géla Babluani,Géla Babluani,475169,1,0.0,2017,2000,Not Rated,17862,7.3,"Crime, Drama, Thriller"
No Country for Old Men,2007,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen, Cormac McCarthy",477348,3,1.0,2010,2000,R,1025064,8.2,"Crime, Drama, Thriller"
I Do,2006,Éric Lartigau,"Alain Chabat, Philippe Mechelen, Laurent Tirard",478724,3,0.0,2012,2000,R,6485,6.7,"Comedy, Romance"
Nancy Drew,2007,Andrew Fleming,"Andrew Fleming, Tiffany Paulsen, Mildred Wirt Benson",479500,3,0.0,2015,2000,PG,21269,5.9,"Comedy, Crime, Family"
This is England,2006,Shane Meadows,Shane Meadows,480025,3,0.0,2015,2000,Not Rated,126582,7.7,"Crime, Drama"
Puccini for Beginners,2006,Maria Maggenti,Maria Maggenti,492481,3,0.0,2009,2000,N/A,2490,6.0,"Comedy, Romance"
Hostel: Part II,2007,Eli Roth,Eli Roth,498353,3,0.0,2011,2000,R,94000,5.5,Horror
"Man from Earth, The",2007,Richard Schenkman,Jerome Bixby,756683,1,0.0,2008,2000,Not Rated,195313,7.8,"Drama, Fantasy, Mystery"
Dead &amp; Deader,2006,Patrice Dinhut,"Mark A. Altman, Steven Kriozere",770739,1,0.0,2014,2000,Not Rated,1590,4.7,"Action, Comedy, Horror"
Teeth,2007,Mitchell Lichtenstein,Mitchell Lichtenstein,780622,3,1.0,2010,2000,R,45523,5.4,"Comedy, Fantasy, Horror"
Atonement,2007,Joe Wright,"Ian McEwan, Christopher Hampton",783233,3,0.0,2010,2000,R,292566,7.8,"Drama, Mystery, Romance"
"Love Guru, The",2008,Marco Schnabel,"Mike Myers, Graham Gordy",811138,1,0.0,2008,2000,PG-13,54264,3.8,"Comedy, Romance, Sport"
Conan the Barbarian,2011,Marcus Nispel,"Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood",816462,3,1.0,2011,2010,R,101695,5.1,"Action, Adventure, Fantasy"
On the Trail of Igor Rizzi,2006,Noël Mitrani,Noël Mitrani,832958,0,0.0,2010,2000,N/A,154,6.2,"Comedy, Drama"
&quot;Masters of Horror&quot; The Screwfly Solution,2006,Joe Dante,"Mick Garris, Sam Hamm, James Tiptree Jr.",833098,3,0.0,2016,2000,TV-MA,2561,6.3,Horror
"Town, The",2010,Ben Affleck,"Peter Craig, Ben Affleck, Aaron Stockard",840361,1,0.0,2010,2010,R,406970,7.5,"Crime, Drama, Thriller"
Still Life (Sanxia haoren),2006,Zhangke Jia,"Zhangke Jia, Na Guan, Jiamin Sun",859765,2,0.0,2010,2000,Unrated,7140,7.3,Drama
Far North,2007,Asif Kapadia,"Asif Kapadia, Sara Maitland, Tim Miller",860866,3,0.0,2013,2000,R,3178,6.1,"Crime, Drama, Romance"
"Forbidden Kingdom, The",2008,Rob Minkoff,John Fusco,865556,1,0.0,2010,2000,PG-13,108461,6.5,"Action, Adventure, Fantasy"
"Wedding Ringer, The",2015,Jeremy Garelick,"Jeremy Garelick, Jay Lavender",884732,3,0.0,2015,2010,R,79047,6.6,"Comedy, Romance"
Br&uuml;no,2009,Larry Charles,"Sacha Baron Cohen, Anthony Hines, Dan Mazer",889583,0,0.0,2009,2000,R,152322,5.9,Comedy
How to Train Your Dragon,2010,"Dean DeBlois, Chris Sanders","William Davies, Dean DeBlois, Chris Sanders",892769,3,0.0,2010,2010,PG,777194,8.1,"Animation, Action, Adventure"
I Know Who Killed Me,2007,Chris Sivertson,Jeff Hammond,897361,3,0.0,2013,2000,R,30629,3.6,"Horror, Mystery, Thriller"
Cocalero,2007,Alejandro Landes,Alejandro Landes,925230,3,0.0,2010,2000,N/A,277,7.0,Documentary
Robin Hood,2010,Ridley Scott,"Brian Helgeland, Ethan Reiff, Cyrus Voris",955308,3,1.0,2010,2010,PG-13,278118,6.6,"Action, Adventure, Drama"
Everlasting Moments,2008,Jan Troell,"Niklas Rådström, Jan Troell, Agneta Ulfsäter-Troell",961066,3,0.0,2011,2000,Not Rated,5862,7.5,"Drama, History"
5 Centimeters Per Second,2007,Makoto Shinkai,Makoto Shinkai,983213,1,0.0,2011,2000,TV-PG,61926,7.5,"Animation, Drama, Family"
XXY,2007,Lucía Puenzo,"Lucía Puenzo, Sergio Bizzio",995829,3,0.0,2010,2000,Not Rated,14766,7.0,"Drama, Romance"
Fast &amp; Furious,2009,Justin Lin,"Chris Morgan, Gary Scott Thompson",1013752,1,0.0,2011,2000,PG-13,303783,6.5,"Action, Crime, Thriller"
Centurion,2010,Neil Marshall,Neil Marshall,1020558,1,0.0,2010,2010,R,85096,6.3,"Action, Drama, History"
Black Box,2021,Yann Gozlan,"Nicolas Bouvet-Levrard, Yann Gozlan, Jérémie Guez",10341034,1,0.0,2022,2020,N/A,12974,7.2,"Drama, Mystery, Thriller"
The Worst Person in the World,2021,Joachim Trier,"Eskil Vogt, Joachim Trier",10370710,3,1.0,2022,2020,R,87036,7.8,"Comedy, Drama, Romance"
Est&ocirc;mago,2007,Marcos Jorge,"Fabrizio Donvito, Marcos Jorge, Lusa Silvestre",1039960,0,0.0,2017,2000,N/A,7694,7.8,"Comedy, Drama"
"Legend of Hercules, The",2014,Renny Harlin,"Sean Hood, Daniel Giat, Renny Harlin",1043726,2,0.0,2014,2010,PG-13,55550,4.2,"Action, Adventure, Fantasy"
Happy-Go-Lucky,2008,Mike Leigh,Mike Leigh,1045670,3,0.0,2010,2000,R,40655,7.0,"Comedy, Drama, Romance"
Year One,2009,Harold Ramis,"Harold Ramis, Gene Stupnitsky, Lee Eisenberg",1045778,3,0.0,2019,2000,PG-13,101757,4.9,Comedy
Ghost Rider: Spirit of Vengeance,2011,"Mark Neveldine, Brian Taylor","Scott M. Gimple, Seth Hoffman, David S. Goyer",1071875,0,0.0,2012,2010,PG-13,124227,4.3,"Action, Adventure, Fantasy"
Swimming for Gold,2020,Hayley MacFarlane,Eric Bergemann,10782876,1,0.0,2022,2020,Unrated,600,5.5,"Family, Sport"
Quarantine,2008,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle, Jaume Balagueró",1082868,3,0.0,2009,2000,R,75976,5.9,"Horror, Sci-Fi, Thriller"
Foxcatcher,2014,Bennett Miller,"E. Max Frye, Dan Futterman",1100089,1,0.0,2014,2010,R,146763,7.0,"Biography, Drama, History"
"Card Counter, The",2021,Paul Schrader,Paul Schrader,11196036,1,0.0,2022,2020,R,40633,6.2,"Crime, Drama, Thriller"
Cadaver,2020,Jarand Herdal,Jarand Herdal,11284280,3,0.0,2021,2020,TV-MA,11747,5.2,"Drama, Horror, Thriller"
Ruido (Noise),2022,Natalia Beristain,"Natalia Beristain, Diego Enrique Osorno, Alo Valenzuela",11306932,3,0.0,2023,2020,TV-MA,1049,"",Drama
"Evil Next Door, The",2020,"Tord Danielsson, Oskar Mellander","Tord Danielsson, Oskar Mellander",11320192,3,1.0,2021,2020,N/A,2386,5.2,"Horror, Mystery, Thriller"
Biutiful,2010,Alejandro G. Iñárritu,"Alejandro G. Iñárritu, Armando Bo, Nicolás Giacobone",1164999,1,0.0,2011,2010,R,93504,7.4,"Drama, Romance"
"Woman Who Ran, The",2020,Hong Sang-soo,Hong Sang-soo,11697690,3,0.0,2022,2020,N/A,3461,6.7,Drama
Antoine and Colette,1962,François Truffaut,François Truffaut,1180329,0,0.0,2021,1960,N/A,6064,7.5,"Short, Comedy, Drama"
Pet,2016,Carles Torrens,Jeremy Slater,1183374,2,0.0,2017,2010,R,18447,5.7,"Horror, Thriller"
Cracks,2009,Jordan Scott,"Ben Court, Caroline Ip, Jordan Scott",1183665,3,0.0,2011,2000,R,20807,6.6,"Drama, Thriller"
Ninja Assassin,2009,James McTeigue,"Matthew Sand, J. Michael Straczynski",1186367,1,0.0,2009,2000,R,74442,6.3,"Action, Thriller"
3 Idiots,2009,Rajkumar Hirani,"Abhijat Joshi, Rajkumar Hirani, Vidhu Vinod Chopra",1187043,1,0.0,2012,2000,PG-13,419306,8.4,"Comedy, Drama"
"Lone Ranger, The",2013,Gore Verbinski,"Justin Haythe, Ted Elliott, Terry Rossio",1210819,1,0.0,2013,2010,PG-13,241368,6.4,"Action, Adventure, Western"
Lawless,2012,John Hillcoat,"Nick Cave, Matt Bondurant",1212450,1,0.0,2012,2010,R,250165,7.2,"Biography, Crime, Drama"
"Fourth Kind, The",2009,Olatunde Osunsanmi,"Olatunde Osunsanmi, Terry Robbins",1220198,3,0.0,2013,2000,PG-13,80469,5.9,"Horror, Mystery, Sci-Fi"
Pok&eacute;mon: The Rise of Darkrai,2007,Kunihiko Yuyama,"Junichi Masuda, Hideki Sonoda, Ken Sugimori",1226251,3,0.0,2018,2000,Not Rated,3835,6.3,"Animation, Action, Adventure"
Pontypool,2008,Bruce McDonald,Tony Burgess,1226681,0,0.0,2010,2000,Not Rated,34350,6.5,"Horror, Sci-Fi"
Herb &amp; Dorothy,2008,Megumi Sasaki,Abbey Dubin,1227929,3,0.0,2012,2000,Not Rated,882,7.6,"Documentary, Biography"
That&#39;s My Boy,2012,Sean Anders,David Caspe,1232200,1,0.0,2012,2010,R,106178,5.5,Comedy
XXXHOLic: Shunmuki - Zenpen,2009,"Tsutomu Mizushima, Shunsuke Tada","Clamp (characters), Nanase Ôkawa (screenplay)",1263772,3,0.0,2015,2000,N/A,130,7.9,"Animation, Short, Drama, Mystery"
Hercules,2014,Brett Ratner,"Ryan J. Condal, Evan Spiliotopoulos, Steve Moore",1267297,2,0.0,2014,2010,PG-13,162130,6.0,"Action, Adventure, Fantasy"
"Paris, 13th District (Les Olympiades, Paris 13e)",2021,Jacques Audiard,"Céline Sciamma, Léa Mysius, Jacques Audiard",12708658,3,0.0,2022,2020,R,8536,7.0,"Comedy, Drama, Romance"
Date Night,2010,Shawn Levy,Josh Klausner,1279935,3,0.0,2010,2010,PG-13,169374,6.3,"Comedy, Crime, Romance"
Easy A,2010,Will Gluck,Bert V. Royal,1282140,3,0.0,2010,2010,PG-13,407793,7.0,"Comedy, Drama, Romance"
"Guernsey Literary and Potato Peel Pie Society, The",2018,Mike Newell,"Don Roos, Kevin Hood, Thomas Bezucha",1289403,3,0.0,2018,2010,TV-14,50735,7.3,"Drama, Romance, War"
Children of the Corn,2009,Donald P. Borchers,"Stephen King, Donald P. Borchers",1290135,1,0.0,2014,2000,TV-14,6344,3.8,"Horror, Thriller"
Behind the Candelabra,2013,Steven Soderbergh,"Richard LaGravenese, Scott Thorson, Alex Thorleifson",1291580,1,0.0,2013,2010,TV-MA,44917,7.0,"Biography, Drama, Music"
xXx: Return of Xander Cage,2017,D.J. Caruso,"Rich Wilkes, F. Scott Frazier",1293847,3,0.0,2017,2010,PG-13,95726,5.2,"Action, Adventure, Thriller"
All About Evil,2010,Joshua Grannell,Joshua Grannell,1307858,3,0.0,2013,2010,Unrated,1904,6.1,"Comedy, Horror"
Plan B,2021,Natalie Morales,"Joshua Levy, Prathiksha Srinivasan",13172796,3,0.0,2021,2020,TV-MA,4460,6.7,Comedy
Petite Maman,2021,Céline Sciamma,Céline Sciamma,13204490,3,0.0,2021,2020,PG,16120,7.4,"Drama, Fantasy"
Frozen,2010,Adam Green,Adam Green,1323045,1,0.0,2012,2010,R,78628,6.2,"Adventure, Thriller"
My Only Sunshine,2008,Reha Erdem,Reha Erdem,1370212,3,0.0,2010,2000,Not Rated,3411,7.3,Drama
This Is Where I Leave You,2014,Shawn Levy,Jonathan Tropper,1371150,2,0.0,2014,2010,R,86811,6.6,"Comedy, Drama"
Dogtooth,2009,Yorgos Lanthimos,"Efthimis Filippou, Yorgos Lanthimos",1379182,3,0.0,2010,2000,Not Rated,103422,7.2,"Drama, Thriller"
We Bought a Zoo,2011,Cameron Crowe,"Aline Brosh McKenna, Cameron Crowe, Benjamin Mee",1389137,2,0.0,2012,2010,PG,149255,7.1,"Comedy, Drama, Family"
Aftershock,2010,Xiaogang Feng,"Wu Si, Ling Zhang",1393746,3,0.0,2012,2010,Not Rated,9595,7.5,"Drama, History"
Straight Outta Compton,2015,F. Gary Gray,"Jonathan Herman, Andrea Berloff, S. Leigh Savidge",1398426,1,0.0,2015,2010,R,213315,7.8,"Biography, Drama, History"
Paradies: Liebe,2012,Ulrich Seidl,"Ulrich Seidl, Veronika Franz",1403214,3,0.0,2013,2010,Unrated,9697,7.0,Drama
Ajeeb Daastaans,2021,"Neeraj Ghaywan, Kayoze Irani, Shashank Khaitan","Neeraj Ghaywan, Shashank Khaitan, Uzma Khan",14091818,3,0.0,2021,2020,TV-MA,6192,6.7,"Drama, Romance"
A Lonely Place to Die,2011,Julian Gilbey,"Julian Gilbey, Will Gilbey",1422136,3,0.0,2014,2010,R,30334,6.2,"Action, Adventure, Crime"
"Wolverine, The",2013,James Mangold,"Mark Bomback, Scott Frank",1430132,3,0.0,2013,2010,PG-13,484251,6.7,"Action, Sci-Fi"
Final Cut,2022,Michel Hazanavicius,"Michel Hazanavicius, Shin'ichirô Ueda, Ryoichi Wada",14317880,3,0.0,2022,2020,N/A,3821,6.4,"Comedy, Horror"
"Batman: The Long Halloween, Part One",2021,Chris Palmer,"Jeph Loeb, Tim Sale, Tim Sheridan",14324650,3,1.0,2022,2020,PG-13,18973,7.2,"Animation, Action, Crime"
Diciotto anni dopo,2010,Edoardo Leo,"Marco Bonini, Edoardo Leo, Rocco Pierini",1433802,1,0.0,2015,2010,N/A,372,6.8,"Comedy, Drama"
Fright Night,2011,Craig Gillespie,"Marti Noxon, Tom Holland",1438176,3,1.0,2012,2010,R,111193,6.4,"Comedy, Horror"
Testament of Youth,2015,James Kent,"Juliette Towhidi, Vera Brittain",1441953,3,0.0,2015,2010,PG-13,30046,7.2,"Biography, Drama, History"
Qala,2022,Anvita Dutt,Anvita Dutt,14428598,3,0.0,2023,2020,TV-MA,6960,7.2,"Drama, Music"
Leading Ladies,2010,"Daniel Beahm, Erika Randall Beahm","Erika Randall Beahm, Jennifer Heaton",1462053,3,0.0,2011,2010,Not Rated,246,5.7,Comedy
I Am Number Four,2011,D.J. Caruso,"Alfred Gough, Miles Millar, Marti Noxon",1464540,1,0.0,2011,2010,PG-13,243521,6.1,"Action, Adventure, Sci-Fi"
MacGruber,2010,Jorma Taccone,"Will Forte, John Solomon, Jorma Taccone",1470023,1,0.0,2010,2010,R,46730,5.6,"Action, Comedy"
Aquaman,2018,James Wan,"David Leslie Johnson-McGoldrick, Will Beall, Geoff Johns",1477834,3,0.0,2018,2010,PG-13,502712,6.8,"Action, Adventure, Fantasy"
"Raven, The",2012,James McTeigue,"Hannah Shakespeare, Ben Livingston",1486192,1,0.0,2012,2010,R,87591,6.4,"Crime, Mystery, Thriller"
"Sunset Limited, The",2011,Tommy Lee Jones,Cormac McCarthy,1510938,0,0.0,2012,2010,TV-MA,31306,7.3,Drama
Contraband,2012,Baltasar Kormákur,"Aaron Guzikowski, Arnaldur Indriðason, Óskar Jónasson",1524137,3,0.0,2013,2010,R,125329,6.4,"Action, Adventure, Crime"
"Caller, The",2011,Matthew Parkhill,Sergio Casci,1525890,3,0.0,2013,2010,R,11971,6.0,"Horror, Thriller"
Exodus: Gods and Kings,2014,Ridley Scott,"Adam Cooper, Bill Collage, Jeffrey Caine",1528100,2,0.0,2015,2010,PG-13,174606,6.0,"Action, Adventure, Drama"
Byzantium,2012,Neil Jordan,Moira Buffini,1531901,3,0.0,2013,2010,R,45293,6.5,"Drama, Fantasy, Horror"
Zombieland: Double Tap,2019,Ruben Fleischer,"Rhett Reese, Paul Wernick, Dave Callaham",1560220,3,0.0,2019,2010,R,193426,6.7,"Action, Comedy, Horror"
A Dangerous Method,2011,David Cronenberg,"Christopher Hampton, John Kerr",1571222,3,1.0,2012,2010,R,107003,6.4,"Biography, Drama, Romance"
"Big Short, The",2015,Adam McKay,"Charles Randolph, Adam McKay, Michael Lewis",1596363,1,0.0,2016,2010,R,465078,7.8,"Biography, Comedy, Drama"
Z for Zachariah,2015,Craig Zobel,"Nissar Modi, Robert C. O'Brien",1598642,0,0.0,2016,2010,PG-13,32195,6.0,"Drama, Romance, Sci-Fi"
Midnight in Paris,2011,Woody Allen,Woody Allen,1605783,3,0.0,2011,2010,PG-13,441138,7.6,"Comedy, Fantasy, Romance"
Win Win,2011,Tom McCarthy,"Tom McCarthy, Joe Tiboni",1606392,3,1.0,2011,2010,R,54825,7.1,"Comedy, Drama, Sport"
Time Traveller (Toki o Kakeru Shojo),2010,Masaaki Taniguchi,"Yasutaka Tsutsui, Tomoe Kanno",1614408,3,0.0,2013,2010,Not Rated,1698,6.5,"Adventure, Sci-Fi"
S.W.A.T.: Firefight,2011,Benny Boom,"Reed Steiner (screenplay), Reed Steiner (story), Randy Walker (story), Michael Albanese (story), Ed Arneson (story)",1621429,1,0.0,2011,2010,R,9680,5.3,"Action, Crime, Thriller"
Red: Werewolf Hunter,2010,Sheldon Wilson,"Angela Mancuso, Brook Durham",1626201,3,1.0,2012,2010,TV-14,2113,4.3,"Fantasy, Horror"
Edge of Tomorrow,2014,Doug Liman,"Christopher McQuarrie, Jez Butterworth, John-Henry Butterworth",1631867,1,0.0,2014,2010,PG-13,714921,7.9,"Action, Adventure, Sci-Fi"
Project X,2012,Nima Nourizadeh,"Matt Drake, Michael Bacall",1636826,1,0.0,2017,2010,R,225790,6.6,Comedy
Titanic II,2010,Shane Van Dyke,Shane Van Dyke,1640571,3,0.0,2013,2010,Not Rated,11063,1.6,"Action, Adventure, Drama, Romance, Thriller"
Wrath of the Titans,2012,Jonathan Liebesman,"Dan Mazeau, David Leslie Johnson-McGoldrick, Greg Berlanti",1646987,1,0.0,2012,2010,PG-13,193430,5.7,"Action, Adventure, Fantasy"
Diary of a Wimpy Kid: Rodrick Rules,2011,David Bowers,"Gabe Sachs, Jeff Judah, Jeff Kinney",1650043,1,0.0,2011,2010,PG,34939,6.6,"Comedy, Family"
"Perfect Family, The",2011,Anne Renton,"Paula Goldberg, Claire V. Riley",1650058,3,0.0,2012,2010,PG-13,1583,5.6,"Comedy, Drama"
My Babysitter&#39;s a Vampire,2010,Bruce McDonald,"Tom McGillis, Jennifer Pertsch, Tim Burns",1673423,3,0.0,2013,2010,TV-PG,4011,6.1,"Adventure, Comedy, Crime"
Take Shelter,2011,Jeff Nichols,Jeff Nichols,1675192,3,0.0,2011,2010,R,105554,7.3,"Drama, Horror, Sci-Fi"
"Normal Heart, The",2014,Ryan Murphy,"Larry Kramer, Ryan Murphy",1684226,1,0.0,2015,2010,TV-MA,37148,7.9,"Biography, Drama, History"
"Awakening, The",2011,Nick Murphy,"Stephen Volk, Nick Murphy",1687901,3,0.0,2012,2010,R,68303,6.4,"Drama, Horror, Mystery"
"Alexander and the Terrible, Horrible, No Good Very Bad Day",2014,Miguel Arteta,"Rob Lieber, Judith Viorst",1698641,3,0.0,2014,2010,PG,45915,6.2,"Comedy, Drama, Family"
4:44 Last Day on Earth,2011,Abel Ferrara,Abel Ferrara,1707391,0,0.0,2022,2010,R,5652,4.6,"Drama, Fantasy, Sci-Fi"
Only Lovers Left Alive,2013,Jim Jarmusch,"Jim Jarmusch, Marion Bessay",1714915,3,1.0,2013,2010,R,105628,7.2,"Comedy, Drama, Fantasy"
Jamie and Jessie Are Not Together,2011,Wendy Jo Carlton,Wendy Jo Carlton,1718807,3,0.0,2011,2010,Not Rated,253,5.1,"Comedy, Musical, Romance"
We&#39;re the Millers,2013,Rawson Marshall Thurber,"Bob Fisher, Steve Faber, Sean Anders",1723121,3,0.0,2013,2010,R,474994,7.0,"Comedy, Crime"
Absolutely Anything,2015,Terry Jones,"Terry Jones, Gavin Scott, Douglas Adams",1727770,3,0.0,2019,2010,R,46435,6.0,"Comedy, Sci-Fi"
Como Esquecer,2010,Malu De Martino,"José Carvalho, Sabina Anzuategui, Sílvia Lourenço",1735853,3,0.0,2014,2010,N/A,506,6.2,Drama
A Dog&#39;s Purpose,2017,Lasse Hallström,"W. Bruce Cameron, Cathryn Michon, Audrey Wells",1753383,1,0.0,2018,2010,PG,76802,7.2,"Adventure, Comedy, Drama"
Like Crazy,2011,Drake Doremus,"Drake Doremus, Ben York Jones",1758692,3,0.0,2011,2010,PG-13,62865,6.6,"Drama, Romance"
Killing Them Softly,2012,Andrew Dominik,"Andrew Dominik, George V. Higgins",1764234,0,0.0,2012,2010,R,149939,6.2,"Crime, Drama, Thriller"
Jayne Mansfield&#39;s Car,2012,Billy Bob Thornton,"Billy Bob Thornton, Tom Epperson",1781840,3,0.0,2013,2010,R,3388,6.2,Drama
Page One: Inside the New York Times,2011,Andrew Rossi,"Kate Novack, Andrew Rossi",1787777,1,0.0,2011,2010,R,3437,6.9,Documentary
Inherent Vice,2014,Paul Thomas Anderson,"Paul Thomas Anderson, Thomas Pynchon",1791528,1,0.0,2014,2010,R,108732,6.6,"Comedy, Crime, Drama"
That Awkward Moment,2014,Tom Gormican,Tom Gormican,1800246,3,1.0,2014,2010,R,106153,6.1,"Comedy, Romance"
Unbroken,2014,Angelina Jolie,"Joel Coen, Ethan Coen, Richard LaGravenese",1809398,0,0.0,2015,2010,PG-13,178462,7.2,"Action, Biography, Drama"
Fjellet,2011,Ole Giæver,Ole Giæver,1813314,3,0.0,2011,2010,N/A,267,5.6,Drama
Admission,2013,Paul Weitz,"Karen Croner, Jean Hanff Korelitz",1814621,3,0.0,2013,2010,PG-13,35887,5.7,"Comedy, Drama, Romance"
Winter&#39;s Tale,2014,Akiva Goldsman,"Akiva Goldsman, Mark Helprin",1837709,3,0.0,2014,2010,PG-13,55998,6.1,"Drama, Fantasy, Mystery"
Rock Jocks,2012,Paul V. Seetachitt,Paul V. Seetachitt,1869653,1,0.0,2013,2010,Not Rated,524,5.2,"Comedy, Sci-Fi"
This changes everything,2015,Avi Lewis,Naomi Klein,1870548,3,1.0,2016,2010,Not Rated,622,6.4,Documentary
X-Men: Days of Future Past,2014,Bryan Singer,"Simon Kinberg, Jane Goldman, Matthew Vaughn",1877832,1,0.0,2014,2010,PG-13,733846,7.9,"Action, Adventure, Sci-Fi"
Coup d&#39;&eacute;clat,2011,José Alcala,"José Alcala, Olivier Gorce, Camille Guichard",1900856,3,0.0,2011,2010,N/A,180,5.3,"Crime, Drama, Thriller"
Flight,2012,Robert Zemeckis,John Gatins,1907668,3,1.0,2013,2010,R,369114,7.3,"Drama, Thriller"
Magic Mike,2012,Steven Soderbergh,Reid Carolin,1915581,3,0.0,2012,2010,R,145362,6.1,"Comedy, Drama"
Masks,2011,Andreas Marschall,Andreas Marschall,1941600,3,0.0,2011,2010,Unrated,814,5.8,"Horror, Mystery, Thriller"
"Citizen, The",2012,Sam Kadi,"Jazmen Darnell Brown, Sam Kadi, Samir Younis",1942989,1,0.0,2016,2010,PG-13,3333,6.7,Drama
King Arthur,2017,Guy Ritchie,"Joby Harold, Guy Ritchie, Lionel Wigram",1972591,1,0.0,2017,2010,PG-13,226822,6.7,"Action, Adventure, Drama"
Excision,2012,Richard Bates Jr.,Richard Bates Jr.,1984153,3,0.0,2013,2010,Not Rated,24101,6.1,"Comedy, Drama, Horror"
Would You Rather,2012,David Guy Levy,Steffen Schlachtenhaufen,1999995,3,0.0,2021,2010,Not Rated,44174,5.7,"Horror, Thriller"
"Three Disappearances of Soad Hosni, The",2011,Rania Stephan,Rania Stephan,2007418,3,0.0,2012,2010,N/A,33,6.9,Documentary
Man of Tai Chi,2013,Keanu Reeves,Michael G. Cooney,2016940,3,1.0,2013,2010,R,40548,6.0,"Action, Drama"
"Great Wall, The",2016,Yimou Zhang,"Carlo Bernard, Doug Miro, Tony Gilroy",2034800,0,0.0,2017,2010,PG-13,142977,5.9,"Action, Adventure, Fantasy"
"Pact, The",2012,Nicholas McCarthy,Nicholas McCarthy,2040560,3,0.0,2012,2010,R,25088,5.7,"Horror, Mystery, Thriller"
L&#39;enfant d&#39;en haut,2012,Ursula Meier,"Antoine Jaccoud, Ursula Meier, Gilles Taurand",2062969,2,0.0,2015,2010,Unrated,7118,7.0,"Crime, Drama"
