Title,year,Bechdel Score,dubious,imdbID,year submitted
Happy-Go-Lucky,2008,3,0.0,1045670,2010
Happythankyoumoreplease,2010,1,0.0,1481572,2011
Hara-Kiri,1962,0,0.0,56058,2021
Hara-Kiri: Death of a Samurai,2011,0,0.0,1728196,2012
Harbinger Down,2015,3,0.0,3397918,2016
Hard Boiled,1992,0,0.0,104684,2016
Hard Candy,2005,3,0.0,424136,2009
Hard Corner: Le Film,2014,1,0.0,3638604,2014
Hard Eight,1996,0,0.0,119256,2012
Hard Rain,1998,2,0.0,120696,2022
Hard Target,1993,1,0.0,107076,2021
Hard Ticket to Hawaii,1987,3,0.0,93146,2011
Hardboiled Egg,1997,2,1.0,122648,2015
Hardcore Henry,2016,1,0.0,3072482,2016
Harold and Maude,1971,3,0.0,67185,2011
Harriet the Spy,1996,3,0.0,116493,2010
Harriet the Spy: Blog Wars,2010,3,0.0,1545097,2019
Harriet,2019,3,0.0,4648786,2019
Harry Brown,2009,1,0.0,1289406,2012
Harry Potter and the Chamber of Secrets,2002,3,0.0,295297,2011
Harry Potter and the Deathly Hallows: Part 1,2010,3,0.0,926084,2010
Harry Potter and the Deathly Hallows: Part 2,2011,3,1.0,1201607,2011
Harry Potter and the Goblet of Fire,2005,1,0.0,330373,2011
Harry Potter and the Prisoner of  Azkaban,2004,3,0.0,304141,2011
Harry Potter and the Sorcerer&#39;s Stone,2001,3,0.0,241527,2010
Harter Brocken,2015,3,0.0,3981858,2017
Harvey,1950,2,0.0,42546,2011
Hasta la Vista,2011,1,0.0,1753887,2013
Hatari!,1962,3,1.0,56059,2015
Hate Crime,2005,2,0.0,415833,2013
Hated in the Nation,2016,3,0.0,5709236,2017
Haunt,2013,3,0.0,2386278,2014
Haunter,2013,3,0.0,2345567,2014
Haute Cuisine,2013,3,0.0,2094877,2013
Haywire,2011,0,0.0,1506999,2012
He Died with a Felafel in His Hand,2001,3,0.0,172543,2012
He Was Cool (Geunomeun meoshiteotda),2004,3,0.0,415819,2013
He&#39;s Just Not That Into You,2009,3,0.0,1001508,2012
Head,1968,0,0.0,63049,2011
Head-On,2004,3,0.0,347048,2011
Headhunter,2009,1,0.0,1322315,2012
Headhunters,2011,1,0.0,1614989,2012
Health,1980,3,0.0,79256,2022
Hear Me Out,2021,3,0.0,14371818,2022
Heart and Souls,1993,2,0.0,107091,2012
Heartbeats,2010,2,0.0,1600524,2010
Heartbreak Hotel,2006,1,0.0,785002,2020
Heartbreakers,2001,3,0.0,125022,2014
Heartless,2009,1,0.0,1220214,2014
Hearts Beat Loud,2018,3,0.0,7158430,2018
Heat,1995,2,0.0,113277,2010
Heathers,1988,3,0.0,97493,2010
Heaven &amp; Earth,1993,2,0.0,107096,2019
Heaven Is For Real,2014,2,0.0,1929263,2018
Heaven&#39;s Gate,1980,0,1.0,80855,2013
Heavenly Creatures,1994,3,0.0,110005,2009
Heavy Metal,1981,1,0.0,82509,2012
Heavyweights,1995,0,0.0,110006,2019
Hector and the Search for Happiness,2014,1,0.0,1626146,2014
Hedi Schneider steckt fest,2015,3,0.0,3707396,2015
Hedwig and the Angry Inch,2001,3,0.0,248845,2011
Heidi,1993,3,0.0,107099,2014
Heist,2001,3,0.0,252503,2014
Helen,2008,3,0.0,1288589,2010
Helen,2009,3,0.0,1012729,2010
Hell Comes to Frogtown,1988,3,0.0,93171,2013
Hell or High Water,2016,1,0.0,2582782,2016
Hell,2011,3,0.0,1643222,2013
Hellbound: Hellraiser II,1988,1,0.0,95294,2014
Hellboy,2004,1,0.0,167190,2013
Hellfighters,1968,2,0.0,63060,2011
Hellraiser III: Hell on Earth,1992,3,0.0,104409,2015
Hellraiser,1987,3,0.0,93177,2012
Hellraiser: Bloodline,1996,1,0.0,116514,2014
Hellraiser: Inferno,2000,1,0.0,229440,2014
Help!,1924,0,0.0,13845,2015
Hemingway &amp; Gellhorn,2012,2,0.0,423455,2014
Hemlock Grove,2013,3,0.0,2309295,2013
Henry V,1989,3,0.0,97499,2011
Her Smell,2019,3,0.0,7942742,2019
Her,2013,2,0.0,1798709,2013
Herb &amp; Dorothy,2008,3,0.0,1227929,2012
Hercules,1983,3,1.0,85672,2014
Hercules,1997,3,0.0,119282,2010
Hercules,2014,2,0.0,1267297,2014
Here Comes Peter Cotton Tail,1971,1,0.0,249577,2010
Hereditary,2018,3,0.0,7784604,2018
Hero,1992,1,0.0,104412,2013
Herself,2020,3,0.0,9902160,2021
Heruta sukeruta,2012,3,0.0,2147319,2016
Hesher,2011,1,0.0,1403177,2011
Hick,2011,3,0.0,1205558,2013
Hidden Agenda,1990,3,0.0,99768,2018
Hidden Figures,2016,3,0.0,4846340,2016
Hidden,2015,3,0.0,2131532,2015
Hide and Seek,2005,3,0.0,382077,2009
Hideaway (Le refuge),2009,3,0.0,1504429,2010
Hideous Kinky,1998,3,0.0,136244,2010
High Anxiety,1977,1,0.0,76141,2013
High Art,1998,3,0.0,139362,2010
High Fidelity,2000,2,0.0,146882,2010
High Ground,2021,2,1.0,9286908,2021
High Noon,1952,2,0.0,44706,2011
High Plains Drifter,1973,1,0.0,68699,2014
High Rise,2015,2,1.0,462335,2018
High Roller: The Stu Ungar Story,2003,3,1.0,338467,2014
High School Musical 2 (TV Movie),2007,3,0.0,810900,2015
High School Musical 3: Senior Year,2008,3,0.0,962726,2009
High School Musical,2006,3,0.0,475293,2014
High Sierra,1941,1,0.0,33717,2011
High Society,1956,3,0.0,49314,2015
High Strung,2016,2,1.0,3451230,2016
High Tension,2003,3,0.0,338095,2014
High Tide,1987,3,0.0,95305,2011
Higher Ground,2011,3,0.0,1562568,2011
Higher Learning,1995,3,0.0,113305,2014
Highlander II,1991,1,0.0,102034,2020
Highlander,1986,2,0.0,91203,2010
Highway to Hellas,2015,1,0.0,4766604,2019
Highway,2014,0,0.0,2980794,2019
Himizu,2011,3,1.0,1900893,2012
Hiraeth,2021,3,0.0,4552196,2022
Hiroshima Maiden,1988,3,0.0,224412,2021
Hiroshima: Out of the Ashes,1990,3,0.0,99772,2021
His Girl Friday,1940,3,1.0,32599,2012
His House,2020,3,0.0,8508734,2022
History of the World: Part I,1981,1,0.0,82517,2010
Hit and Run,2012,3,0.0,2097307,2013
Hitch,2005,2,0.0,386588,2013
Hitchcock,2012,2,0.0,975645,2012
Hitched,2001,3,1.0,272127,2013
Hitman,2007,0,0.0,465494,2010
Hitman: Agent 47,2015,0,0.0,2679042,2018
Hits,2014,3,0.0,3145220,2015
Hjartat,2018,3,0.0,6164698,2020
Hobo with a Shotgun,2011,0,0.0,1640459,2012
Hobson&#39;s Choice,1954,3,0.0,47094,2011
Hocus Pocus 2,2022,3,0.0,11909878,2022
Hocus Pocus,1993,3,0.0,107120,2009
Hogfather,2006,3,1.0,765458,2012
Hoje Eu Quero Voltar Sozinho,2014,3,0.0,1702014,2014
Hold That Ghost,1941,3,0.0,33723,2011
Hold the Dark,2018,1,0.0,5057140,2018
Holes,2003,2,0.0,311289,2010
Holidate,2020,3,0.0,9866072,2021
Holiday,1938,3,0.0,30241,2010
Hollywood Homicide,2003,1,0.0,329717,2010
Hollywoodland,2006,2,0.0,427969,2014
Holy Motors,2012,1,0.0,2076220,2012
Holy Smoke,1999,3,0.0,144715,2011
Home Again,2017,3,1.0,5719700,2017
Home Alone 2: Lost in New York,1992,3,0.0,104431,2009
Home Alone 3,1997,3,0.0,119303,2020
Home Alone,1990,3,0.0,99785,2009
Home Room,2002,3,0.0,264689,2011
Home for the holidays,1995,3,0.0,113321,2013
Home on the Range,2004,3,0.0,299172,2013
Home,2015,3,0.0,2224026,2015
Homefront,2013,2,0.0,2312718,2014
Homestuck,2009,3,1.0,5868326,2022
Homeward Bound II: Lost in San Francisco,1996,1,0.0,116552,2010
Homeward Bound: The Incredible Journey,1993,1,0.0,107131,2010
Honey Boy,2020,0,0.0,8151874,2020
Honeymoon Hotel,1964,3,0.0,58204,2022
Hoodwinked Too! Hood vs. Evil,2011,3,0.0,844993,2011
Hoodwinked!,2005,3,0.0,443536,2011
Hook,1991,2,0.0,102057,2010
Hop,2011,2,0.0,1411704,2011
Hope Floats,1998,3,0.0,119313,2013
Hope Springs,2012,3,0.0,1535438,2012
Hope and Glory,1987,3,0.0,93209,2016
Horns,2013,3,1.0,1528071,2014
Horrible Bosses 2,2014,1,0.0,2170439,2018
Horrible Bosses,2011,3,0.0,1499658,2011
Horrible Histories: The Movie - Rotten Romans,2019,3,0.0,7715070,2021
Horror Planet,1981,3,0.0,84090,2014
Horse Feathers,1932,1,0.0,23027,2011
Horse Girl,2020,3,0.0,11388406,2020
Horton Hears a Who!,2008,1,0.0,451079,2010
Host,2020,3,0.0,12749596,2020
Hostel,2005,1,0.0,450278,2012
Hostel: Part II,2007,3,0.0,498353,2011
Hostiles,2017,3,0.0,5478478,2018
Hot Pursuit,2015,2,1.0,2967224,2018
Hot Rod,2007,1,0.0,787475,2009
Hot Shots! Part Deux,1993,3,0.0,107144,2015
Hot Shots!,1991,1,0.0,102059,2012
Hot Tub Time Machine,2010,1,0.0,1231587,2010
Hot Wheels: World Race Highway 35,2003,1,0.0,377191,2017
Hotarubi no Mori e (To the Forest of Firefly Lights),2011,3,1.0,2061702,2022
Hotel Artemis,2018,3,0.0,5834262,2023
Hotel Transylvania 2,2015,3,0.0,2510894,2015
Hotel Transylvania,2012,3,0.0,837562,2012
Hotel,2004,3,0.0,415855,2019
Hounds of Love,2016,3,0.0,3896738,2018
Hour of the Star,1986,3,0.0,89297,2013
Hour of the Wolf,1968,1,0.0,63759,2014
House II: The Second Story,1987,3,0.0,93220,2014
House at the End of the Street,2012,3,0.0,1582507,2012
House of 1000 Corpses,2003,3,0.0,251736,2017
House of Cards,2013,1,1.0,1856010,2016
House of D,2004,1,0.0,372334,2017
House of Dark Shadows,1970,2,1.0,65856,2013
House of Games,1987,3,0.0,93223,2011
House of Gucci,2021,2,0.0,11214590,2022
House of Sand and Fog,2003,3,0.0,315983,2011
House of Tolerance,2011,3,0.0,1660379,2014
House of Voices (Saint Ange),2004,3,0.0,367000,2013
House of Wax,1953,3,0.0,45888,2020
House of Wax,2005,2,0.0,397065,2015
House of the Dead 2,2005,3,1.0,435665,2012
House of the Dead,2003,2,0.0,317676,2014
House on Haunted Hill,1959,3,1.0,51744,2013
House on Willow Street,2016,3,0.0,4961380,2018
House,1977,3,0.0,76162,2011
HouseSitter,1992,1,0.0,104452,2017
Housebound,2014,3,0.0,3504048,2014
Housekeeping,1987,3,0.0,93225,2010
How About You,2007,3,0.0,887745,2011
How Do You Know,2010,3,0.0,1341188,2015
How Green Was My Valley,1941,3,0.0,33729,2020
How High,2001,1,0.0,278488,2016
How I Live Now,2013,3,0.0,1894476,2013
How I ended this summer,2010,0,0.0,1588875,2011
How the Grinch Stole Christmas,2000,3,0.0,170016,2017
How to Be Single,2016,3,0.0,1292566,2016
How to Be a Good Wife,2020,3,0.0,10441958,2021
How to Be a Latin Lover,2017,2,0.0,4795124,2018
How to Lose a Guy in 10 Days,2003,3,0.0,251127,2010
How to Make an American Quilt,1995,3,0.0,113347,2010
How to Marry a Millionaire,1953,3,0.0,45891,2013
How to Murder Your Wife,1965,0,0.0,58212,2018
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,2014,3,0.0,3812402,2016
How to Steal a Million,1966,0,0.0,60522,2013
How to Train Your Dragon 2,2014,1,0.0,1646971,2014
How to Train Your Dragon,2010,3,0.0,892769,2010
How to Train Your Dragon: The Hidden World,2019,2,0.0,2386490,2019
How to Train Your Dragon: The Hidden World,2019,3,0.0,2386490,2021
Howard The Duck,1986,3,1.0,91225,2013
Howards End,1992,3,0.0,104454,2011
Howl,2010,0,0.0,1049402,2011
Howling II: ... Your Sister Is a Werewolf,1985,2,0.0,89308,2018
Hross i oss,2013,3,0.0,3074732,2015
Hrutar,2015,1,0.0,3296658,2016
Hua Mulan,2009,3,0.0,1308138,2010
Huang tudi (Yellow Earth),1985,0,0.0,87433,2010
Hudson Hawk,1991,3,0.0,102070,2012
Hugo,2011,3,1.0,970179,2012
Hula Girls,2006,3,0.0,768116,2011
Hulk,2003,1,0.0,286716,2012
Human Nature,2001,3,0.0,219822,2010
Human Traffic,1999,3,0.0,188674,2015
Humorous Phases of Funny Faces,1906,0,0.0,554,2014
Humpday,2009,1,0.0,1334537,2010
Hundstage,2001,3,1.0,290661,2013
Hunger,2008,0,0.0,986233,2017
Hungry Bitches,2007,3,0.0,1765847,2020
Hungry Hearts,2014,2,0.0,3344922,2016
Hunt for the Wilderpeople,2016,3,1.0,4698684,2017
Hunter Prey,2010,0,0.0,1270291,2014
Hurlyburly,1998,1,0.0,119336,2014
Hurricane Bianca,2016,3,1.0,4007248,2017
Husbands and Wives,1992,3,0.0,104466,2013
Hush,2016,3,1.0,5022702,2016
Hustle &amp; Flow,2005,3,1.0,410097,2012
Hustlers,2019,3,0.0,5503686,2019
Hyde Park Corner,1889,0,0.0,2116898,2021
Hyde Park on Hudson,2012,2,0.0,1477855,2013
Hypothermia,2010,3,0.0,1313244,2013
Hyppolit a lakaj,1931,1,0.0,21985,2018
Hysteria,2011,3,0.0,1435513,2012
Hysterical Blindness,2002,3,0.0,290664,2021
I Am Curious (Yellow),1967,3,0.0,61834,2011
I Am Legend,2007,3,0.0,480249,2009
I Am Love,2010,3,0.0,1226236,2010
I Am Mother,2019,3,0.0,6292852,2019
I Am Nasrine,2011,3,0.0,1440118,2011
I Am Number Four,2011,1,0.0,1464540,2011
I Am Sam,2001,3,0.0,277027,2014
I Am a Fugitive from a Chain Gang,1932,1,0.0,23042,2010
I Am the Pretty Thing That Lives in the House,2016,3,0.0,5059406,2017
I Belong,2012,3,0.0,2377396,2013
I Bury the Living,1958,1,1.0,51755,2013
I Call It Love,2014,0,1.0,4211680,2017
I Can Speak,2017,3,0.0,7342204,2018
I Can&#39;t Think Straight,2008,3,0.0,830570,2014
I Capture the Castle,2003,3,0.0,300015,2010
I Care a Lot,2020,3,1.0,9893250,2021
I Come with the Rain,2009,0,0.0,1024744,2013
I Confess,1953,1,0.0,45897,2013
I Could Never Be Your Woman,2007,3,0.0,466839,2012
I Do,2006,3,0.0,478724,2012
I Don&#39;t Feel at Home in This World Anymore,2017,3,0.0,5710514,2017
I Don&#39;t Know How She Does It,2011,3,0.0,1742650,2015
I Feel Pretty,2018,3,0.0,6791096,2018
I Give it a Year,2013,3,0.0,2244901,2014
I Had a Bloody Good Time at House Harker,2016,1,1.0,4779026,2019
I Heart Huckabees,2004,3,0.0,356721,2010
I Hired a Contract Killer,1990,0,0.0,99818,2013
I Kill Giants,2017,3,0.0,4547194,2018
I Know What You Did Last Summer,1997,3,0.0,119345,2013
I Know Where I&#39;m Going,1945,3,0.0,37800,2010
I Know Who Killed Me,2007,3,0.0,897361,2013
I Like It Like That,1994,3,0.0,110091,2012
I Like Me,2018,3,0.0,7134690,2019
I Love You Phillip Morris,2009,1,0.0,1045772,2010
I Married an Angel,1942,3,0.0,34882,2010
I Origins,2014,3,1.0,2884206,2015
I Remember Mama,1948,3,0.0,40458,2013
I Saw the Devil,2010,1,0.0,1588170,2012
I Sell the Dead,2008,1,0.0,902290,2012
I Shot Andy Warhol,1996,3,0.0,116594,2010
I Spit on Your Grave,1978,0,0.0,77713,2013
I Still Know What You Did Last Summer,1998,3,0.0,130018,2014
I Think I Do,1997,3,0.0,125209,2013
I Used to Be Darker,2013,3,0.0,2147728,2013
I Walked with a Zombie,1943,3,0.0,36027,2011
I Want To Live!,1958,3,0.0,51758,2018
I Want to Eat Your Pancreas,2018,3,1.0,7236034,2022
I Was a Male War Bride,1949,2,0.0,41498,2016
I Will Follow,2010,3,0.0,1624426,2015
I am Not an Easy Man / Je ne suis pas un homme facile,2018,3,0.0,6857988,2020
I can do bad all by myself,2009,1,0.0,1385912,2016
I love you to death,1990,3,0.0,99819,2013
I&#39;ll Be Seeing You,1944,3,0.0,36940,2012
I&#39;ll See You in My Dreams,2015,3,0.0,3236120,2015
I&#39;m Not Ashamed,2016,3,0.0,4950110,2021
I&#39;m Not Scared,2003,3,0.0,326977,2018
I&#39;m Not There.,2007,1,0.0,368794,2016
I&#39;m Reed Fish,2006,2,0.0,464061,2011
I&#39;m So Excited,2013,2,0.0,2243389,2013
I&#39;m Thinking of Ending Things,2020,0,1.0,7939766,2021
I&#39;m Your Woman,2020,3,0.0,10243992,2021
I&#39;m with Lucy,2002,0,0.0,282593,2009
I&#39;ve Heard the Mermaids Singing,1987,3,0.0,93239,2011
I&#39;ve Loved You So Long,2008,3,0.0,1068649,2010
I.Q.,1994,0,0.0,110099,2016
Ice Age: Collision Course,2016,3,0.0,3416828,2018
Ice Age: Continental Drift,2012,2,0.0,1667889,2021
Ice Age: Dawn of the Dinosaurs,2009,1,0.0,1080016,2009
Ice Age: The Meltdown,2006,1,0.0,438097,2010
Ice Fantasy,2016,3,0.0,5022298,2017
Ice Princess,2005,3,0.0,396652,2012
Ice Station Zebra,1968,0,0.0,63121,2018
Ich mochte kein Mann sein,1918,3,1.0,10281,2016
Ida,2013,3,0.0,2718492,2014
Identity Thief,2013,2,0.0,2024432,2013
Ides Of March,2011,1,0.0,1124035,2011
Idiocracy,2006,1,0.0,387808,2008
Idlewild,2006,3,0.0,417225,2012
If Beale Street Could Talk,2018,3,0.0,7125860,2019
If I Had Known I Was a Genius,2007,2,1.0,758753,2012
If I Stay,2014,3,0.0,1355630,2014
If I Were You,2012,3,0.0,1587309,2014
If These Walls Could Talk 2,2000,3,0.0,206036,2010
If....,1968,1,0.0,63850,2011
Igby Goes Down,2002,2,0.0,280760,2013
Igla,1988,0,0.0,97561,2020
Igor,2008,2,0.0,465502,2010
Ikiru,1952,1,0.0,44741,2016
Il caimano (The Caiman),2006,3,0.0,429727,2011
Il caso Moro,1986,0,0.0,90805,2016
Il caso Valdemar,1936,0,0.0,3427056,2015
Il demone di Laplace,2017,0,0.0,5791732,2020
Il giorno della civetta,1968,0,0.0,63010,2015
Il marchese del Grillo,1981,3,0.0,82714,2015
Il racconto dei racconti,2015,3,0.0,3278330,2015
Il richiamo,2009,3,0.0,1463167,2012
Il secondo tragico Fantozzi,1976,1,0.0,75178,2013
Ill Manors,2012,3,0.0,1760967,2012
Im Schatten,2010,0,0.0,1598538,2020
Imagine Me &amp;amp; You,2005,3,0.0,421994,2010
Imitation of Life,1934,3,0.0,25301,2018
Imitation of Life,1959,3,0.0,52918,2011
Immortal (Ad Vitam),2004,3,0.0,314063,2011
Immortals,2011,2,0.0,1253864,2011
Import/Export,2007,3,0.0,459102,2009
Impostor,2001,0,0.0,160399,2008
Imprint,2007,3,0.0,816530,2013
Impromptu,1991,3,0.0,102103,2010
In &amp; Out,1997,2,0.0,119360,2022
In Bruges,2008,1,0.0,780536,2008
In Fabric,2018,3,0.0,7464188,2019
In Fear,2013,0,0.0,2165859,2014
In Good Company,2004,1,0.0,385267,2010
In Hell,2003,0,0.0,339135,2021
In Her Shoes,2005,3,0.0,388125,2010
In Paris,2006,1,0.0,769508,2012
In Safe Hands,2018,1,0.0,7543930,2021
In Search of Santa,2004,3,0.0,439623,2014
In The Dark Half,2012,3,0.0,1764645,2014
In Time,2011,1,0.0,1637688,2011
In a Lonely Place,1950,2,0.0,42593,2013
In a Valley of Violence,2016,2,0.0,3608930,2016
In a World...,2013,3,0.0,2294677,2013
In my country,2004,3,0.0,349260,2019
In the Arms of My Enemy,2007,0,0.0,814795,2012
In the Bedroom,2001,3,0.0,247425,2017
In the Company of Men,1997,1,0.0,119361,2013
In the Courtyard,2014,3,0.0,2593224,2015
In the Cut,2003,3,0.0,199626,2011
In the Electric Mist,2009,2,0.0,910905,2013
In the Heart of the Sea,2015,1,0.0,1390411,2015
In the Heat of the Night,1967,1,0.0,61811,2012
In the Heights,2021,3,0.0,1321510,2021
In the Line of Fire,1993,1,1.0,107206,2017
In the Loop,2009,3,0.0,1226774,2009
In the Mouth of Madness,1994,1,0.0,113409,2014
In the Name of the Father,1993,2,0.0,107207,2017
In the Realm of the Senses,1976,3,0.0,74102,2012
In the Shadow of the Moon,2019,1,0.0,8110640,2021
In the Tall Grass,2019,1,0.0,4687108,2020
In the Time of the Butterflies,2001,3,0.0,263467,2010
Incendies,2010,3,0.0,1255953,2011
Inception,2010,3,1.0,1375666,2010
Inch&#39;Allah,2012,3,0.0,2336960,2013
Incredibles 2,2018,3,0.0,3606756,2018
Incroyable mais vrai,2022,1,0.0,13145534,2022
Indecent Proposal,1993,0,0.0,107211,2017
Independence Day,1996,3,0.0,116629,2009
Independence Day: Resurgence,2016,3,0.0,1628841,2016
Indestructible Man,1956,1,0.0,49363,2013
Indian Summer,1993,3,0.0,107212,2014
Indiana Jones and the Kingdom of the Crystal Skull,2008,1,0.0,367882,2010
Indiana Jones and the Last Crusade,1989,0,0.0,97576,2010
Indiana Jones and the Temple of Doom,1984,0,0.0,87469,2010
Indien,1993,0,0.0,107214,2013
Indira,1995,2,0.0,121401,2021
Indiscreet,1931,3,0.0,22000,2010
Indiscreet,1958,3,0.0,51773,2013
Indul a bakterhaz,1980,1,0.0,121403,2018
Infamous,2020,3,0.0,7703924,2021
Infernal Affairs,2002,1,0.0,338564,2016
Inferno,1953,0,0.0,45911,2018
Inferno,1999,2,0.0,139151,2011
Inferno,2016,2,0.0,3062096,2017
Infestation,2009,3,0.0,1020543,2013
Infinitely Polar Bear,2014,3,0.0,1969062,2015
Infinity Pool,2023,2,0.0,10365998,2023
Inglourious Basterds,2009,3,1.0,361748,2009
Ingrid Goes West,2017,3,0.0,5962210,2017
Inherent Vice,2014,1,0.0,1791528,2014
Inherit the Wind,1960,3,1.0,53946,2010
Injustice,2021,1,0.0,5012504,2022
Ink,2009,3,0.0,1071804,2011
Inland Empire,2006,3,0.0,460829,2010
Inmersi&oacute;n,2021,1,0.0,13845792,2022
Innan vi dor,2017,3,0.0,5598192,2017
Innan vintern kommer,2018,0,0.0,7791048,2020
Innocence,2004,3,0.0,375233,2010
Innocence,2014,3,0.0,1724965,2016
Inserts,1975,1,0.0,73172,2020
Inside Daisy Clover,1965,3,0.0,59314,2012
Inside Llewyn Davis,2013,1,0.0,2042568,2013
Inside Man,2006,3,1.0,454848,2011
Inside Out,2015,3,0.0,2096673,2015
Inside,2007,3,0.0,856288,2012
Inside,2021,0,0.0,14544192,2021
Insidious,2010,3,0.0,1591095,2011
Insidious: Chapter 2,2013,2,0.0,2226417,2013
Insidious: Chapter 3,2015,3,0.0,3195644,2015
Instant Family,2018,3,0.0,7401588,2019
Instructions Not Included,2013,3,1.0,2378281,2013
Insurgent,2015,3,0.0,2908446,2015
Interior. Leather Bar.,2013,1,0.0,2352488,2014
Interiors,1978,3,0.0,77742,2010
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,0,0.0,368667,2013
Interstellar,2014,3,0.0,816692,2014
Interview with a Hitman,2012,1,0.0,2061712,2013
Intimate Stories,2002,3,0.0,291988,2010
Into Great Silence,2005,0,0.0,478160,2010
Into Our Own Hands,2010,3,0.0,1653853,2010
Into The Woods,1991,3,0.0,99851,2013
Into the Forest,2015,3,0.0,2625810,2016
Into the Storm,2014,3,0.0,2106361,2014
Into the Woods,2014,3,0.0,2180411,2014
Into the Woods,2014,3,1.0,2180411,2019
Intolerable Cruelty,2003,3,0.0,138524,2014
Intolerance: Love&#39;s Struggle Throughout the Ages,1916,0,0.0,6864,2014
Introducing Dorothy Dandridge,1999,3,0.0,172348,2015
Intruders,2015,3,0.0,4009278,2017
Invader Zim: Enter the Florpus,2019,0,0.0,6739094,2022
Invasion of Astro-Monster,1965,2,0.0,59346,2015
Invasion of the Body Snatchers,1956,3,0.0,49366,2011
Inventory,2011,3,0.0,1787729,2011
Investigation of a Citizen Above Suspicion,1970,0,0.0,65889,2022
Invictus,2009,1,0.0,1057500,2010
Invisible Sister,2015,3,0.0,4420110,2016
Ip Man 2,2010,1,0.0,1386932,2012
Ip Man 3,2015,1,0.0,2888046,2021
Ip Man 4: The Finale,2019,3,0.0,2076298,2020
Irina Palm,2007,3,1.0,762110,2012
Iris,2011,3,0.0,1606618,2012
Irma Vep,1996,3,0.0,116650,2013
Irma la Douce,1963,2,0.0,57187,2009
Iron Eagle,1986,1,0.0,91278,2021
Iron Jawed Angels,2004,3,0.0,338139,2009
Iron Man 2,2010,3,0.0,1228705,2010
Iron Man 3,2013,3,1.0,1300854,2013
Iron Sky,2012,3,0.0,1034314,2012
Iron Sky: The Coming Race,2019,3,0.0,3038708,2020
Ironclad,2011,1,0.0,1233301,2021
Irrational Man,2015,2,0.0,3715320,2015
Irreversible,2002,1,0.0,290673,2013
Is It College Yet?,2002,3,0.0,285627,2010
Is It Fall Yet,2000,3,0.0,250440,2010
Is the Man Who Is Tall Happy?,2013,0,0.0,1817287,2015
Iskioma,2020,0,0.0,13152234,2021
Island in the Sun,1957,3,0.0,50549,2019
Island of Lost Souls,1932,1,0.0,24188,2013
Isle of Dogs,2018,3,0.0,5104604,2018
Isle of the Dead,1945,3,0.0,37820,2011
Isn&#39;t It Romantic,2019,3,0.0,2452244,2019
Isolation,2005,1,0.0,446719,2012
It Came from Outer Space,1953,2,0.0,45920,2019
It Chapter 2,2019,3,0.0,7349950,2019
It Comes at Night,2017,3,1.0,4695012,2017
It Could Happen to You,1994,1,0.0,110167,2017
It Follows,2014,3,0.0,3235888,2015
It Happened One Night,1934,3,0.0,25316,2009
It Happened at the World&#39;s Fair,1963,3,0.0,57191,2022
It Happened in Europe,1948,0,0.0,39949,2018
It Takes Two,1995,1,0.0,113442,2020
It! The Terror from Beyond Space,1958,1,0.0,51786,2017
It&#39;s Better to Be Wanted for Murder Than Not to Be Wanted at All,2003,1,1.0,339882,2012
It&#39;s Complicated,2009,3,0.0,1230414,2010
It&#39;s Kind of a Funny Story,2010,1,0.0,804497,2011
It&#39;s Only the End of the World,2016,3,0.0,4645368,2017
It&#39;s Pat,1994,3,1.0,110169,2013
It&#39;s a Beautiful Day,2018,0,0.0,8457260,2019
It&#39;s a Disaster,2012,3,0.0,1995341,2013
It&#39;s a Free World...,2007,3,0.0,807054,2017
It&#39;s a Mad Mad Mad Mad World,1963,3,0.0,57193,2020
It&#39;s a Wonderful Life,1946,3,1.0,38650,2011
It,1927,3,0.0,18033,2010
It,1990,1,0.0,99864,2009
It,2017,3,0.0,1396484,2017
Italian Stallion,1970,3,0.0,65904,2021
Italian for Beginners,2000,3,0.0,243862,2013
Italienischer Bauerntanz,1895,0,0.0,17,2021
Itty Bitty Titty Committee,2007,3,0.0,496328,2010
Ivanhoe,1952,2,0.0,44760,2022
Ivanovo detstvo,1962,1,0.0,56111,2010
J&#39;ai pas sommeil,1994,3,0.0,110171,2012
J&#39;ai tu&eacute; ma m&egrave;re,2009,2,0.0,1424797,2011
J.S.A.: Joint Security Area,2000,2,0.0,260991,2010
JFK,1991,3,0.0,102138,2016
JLA Adventures: Trapped in Time,2014,3,0.0,3468260,2022
Jack Reacher,2012,1,0.0,790724,2012
Jack Reacher: Never Go Back,2016,3,0.0,3393786,2016
Jack Ryan: Shadow Recruit,2014,1,0.0,1205537,2014
Jack and Diane,2012,3,0.0,850677,2012
Jack and Jill,2011,3,0.0,810913,2012
